CustomerID,Recency,Frequency,Monetary,Cluster,CustomerType
16614,183,26,506.19,1,small
16617,236,5,151.85,1,small
16619,264,14,226.21,1,small
16623,246,5,129.45,1,small
16625,275,23,333.08,1,small
16627,80,20,322.8,1,small
16634,223,9,217.9,1,small
16641,106,12,231.1,1,small
16643,246,27,487.51,1,small
16647,170,14,214.06,1,small
16648,43,19,290.66,1,small
16658,369,8,123.24,1,small
16659,190,2,39.12,1,small
16665,363,9,135.4,1,small
16679,367,3,129.75,1,small
16680,44,10,183.7,1,small
16689,76,13,422.6,1,small
16690,73,12,225.58,1,small
16692,257,3,1276.0,1,small
16696,136,10,657.9,1,small
16697,242,21,112.75,1,small
16698,227,5,1998.0,1,small
16715,79,19,301.72,1,small
16716,267,2,901.2,1,small
16718,370,45,623.75,1,small
16721,263,37,292.47,1,small
16727,365,46,272.82,1,small
16737,54,1,417.6,1,small
16738,298,1,3.75,1,small
16739,177,13,323.0,1,small
16742,47,1,464.9,1,small
16752,373,9,207.5,1,small
16754,373,2,2002.4,1,small
16756,215,13,239.4,1,small
16757,319,7,106.83,1,small
16758,66,22,369.34,1,small
16761,97,13,316.62,1,small
16763,199,23,611.85,1,small
16765,295,1,34.0,1,small
16769,261,40,380.39,1,small
16773,58,26,171.59,1,small
16778,75,16,245.94,1,small
16781,373,17,311.25,1,small
16784,20,3,107.6,1,small
16789,9,5,80.8,1,small
16792,283,12,110.38,1,small
16793,58,16,243.84,1,small
16796,90,18,305.62,1,small
16803,66,24,332.3,1,small
16808,100,23,288.42,1,small
16810,193,15,309.54,1,small
16812,361,15,479.35,1,small
16816,104,28,417.06,1,small
16823,228,38,358.38,1,small
16828,94,8,128.5,1,small
16829,157,11,197.22,1,small
16832,185,12,199.15,1,small
16834,228,24,413.46,1,small
16835,129,10,180.85,1,small
16836,40,11,251.87,1,small
16838,198,25,588.85,1,small
16846,51,11,214.32,1,small
16847,44,12,193.44,1,small
16848,53,14,281.42,1,small
16849,187,8,124.57,1,small
16850,334,19,332.41,1,small
16852,11,9,144.91,1,small
16856,15,2,35.4,1,small
16858,369,10,375.69,1,small
16861,60,6,173.76,1,small
16866,141,11,207.74,1,small
16872,78,7,680.02,1,small
16878,85,3,13.3,1,small
16881,67,1,432.0,1,small
16883,188,38,276.73,1,small
16893,367,45,145.93,1,small
16897,300,37,289.78,1,small
16909,73,18,379.14,1,small
16913,291,8,113.44,1,small
16917,277,9,391.52,1,small
16926,372,14,230.25,1,small
16927,116,6,543.05,1,small
16947,236,21,406.48,1,small
16948,139,19,435.02,1,small
16952,110,16,167.61,1,small
16953,31,1,20.8,1,small
16955,185,25,518.67,1,small
16957,240,16,416.64,1,small
16959,88,7,117.35,1,small
16961,117,14,234.17,1,small
16963,188,7,110.55,1,small
16965,227,26,201.19,1,small
16967,190,21,319.02,1,small
16976,268,2,251.52,1,small
16986,30,3,1873.2,1,small
16988,6,7,126.12,1,small
16990,219,1,179.0,1,small
16997,289,12,702.0,1,small
16998,150,4,295.0,1,small
17010,19,11,195.36,1,small
17011,31,15,270.9,1,small
17022,32,7,71.0,1,small
17024,46,3,95.85,1,small
17025,61,9,357.77,1,small
17026,186,4,154.83,1,small
17029,111,2,716.0,1,small
17030,64,11,146.87,1,small
17035,246,28,433.53,1,small
17038,31,22,112.4,1,small
17040,138,15,449.73,1,small
17044,26,6,948.48,1,small
17045,114,22,339.44,1,small
17046,158,22,642.02,1,small
17051,195,43,247.14,1,small
17053,131,13,498.48,1,small
17060,267,5,234.24,1,small
17079,79,2,118.8,1,small
17080,23,8,287.62,1,small
17094,323,14,302.0,1,small
17102,262,1,25.5,1,small
17110,166,12,163.3,1,small
17117,289,9,116.2,1,small
17118,318,10,157.02,1,small
17120,234,18,307.46,1,small
17122,120,7,138.32,1,small
17123,162,9,345.3,1,small
17124,186,32,298.89,1,small
17128,335,14,157.09,1,small
17134,107,24,425.0,1,small
17138,276,24,380.5,1,small
17140,248,20,465.32,1,small
17142,240,15,579.0,1,small
17148,52,9,124.88,1,small
17153,25,14,213.78,1,small
17154,76,23,329.34,1,small
17163,22,5,293.1,1,small
17165,285,10,158.68,1,small
17166,39,12,206.34,1,small
17171,290,16,224.91,1,small
17172,79,15,317.76,1,small
17174,218,4,59.9,1,small
17176,202,15,306.13,1,small
17181,58,23,239.92,1,small
17186,47,2,144.0,1,small
17187,227,10,203.95,1,small
17194,274,29,262.62,1,small
17205,54,13,384.08,1,small
17206,54,7,204.24,1,small
17212,254,4,226.85,1,small
17217,235,9,113.5,1,small
17219,32,25,114.23,1,small
17223,311,49,426.79,1,small
17226,309,21,393.49,1,small
17233,36,25,190.88,1,small
17234,183,14,149.89,1,small
17239,313,15,382.5,1,small
17245,205,9,171.45,1,small
17251,363,39,283.28,1,small
17253,19,18,178.26,1,small
17256,108,16,240.0,1,small
17263,209,23,63.44,1,small
17267,128,38,317.62,1,small
17268,108,6,763.64,1,small
17274,36,27,111.98,1,small
17278,242,15,246.04,1,small
17279,58,9,187.83,1,small
17291,309,1,550.8,1,small
17303,362,53,250.04,1,small
17309,96,12,82.75,1,small
17312,139,14,644.3,1,small
17325,281,6,96.8,1,small
17330,23,6,363.9,1,small
17331,124,1,175.2,1,small
17334,303,11,307.02,1,small
17339,95,9,243.36,1,small
17343,356,17,193.64,1,small
17344,47,32,160.57,1,small
17347,87,1,228.96,1,small
17349,180,9,110.75,1,small
17353,130,8,1740.0,1,small
17356,312,19,178.22,1,small
17358,304,59,365.85,1,small
17359,12,15,127.86,1,small
17362,240,35,312.23,1,small
17367,239,34,168.4,1,small
17374,219,28,495.77,1,small
17376,71,24,203.2,1,small
17382,66,2,65.4,1,small
17391,164,3,508.8,1,small
17394,220,4,203.87,1,small
17408,164,2,32.65,1,small
17409,185,13,771.85,1,small
17414,44,6,778.0,1,small
17415,80,14,507.84,1,small
17427,72,2,100.8,1,small
17430,33,14,265.76,1,small
17431,314,43,403.3,1,small
17438,254,17,388.45,1,small
17440,157,5,186.42,1,small
17446,177,9,120.9,1,small
17455,204,8,131.7,1,small
17456,366,17,249.86,1,small
17464,159,9,289.96,1,small
17468,11,5,137.0,1,small
17475,80,14,194.37,1,small
17483,66,21,414.04,1,small
17486,262,24,396.87,1,small
17492,249,12,374.57,1,small
17496,359,10,271.05,1,small
17498,76,17,272.22,1,small
17501,221,18,288.6,1,small
17506,76,14,302.2,1,small
17513,73,6,513.2,1,small
17514,129,40,208.65,1,small
17517,309,11,153.94,1,small
17524,362,6,145.0,1,small
17525,360,9,422.7,1,small
17531,191,14,296.7,1,small
17534,54,9,223.36,1,small
17535,281,13,164.4,1,small
17536,178,3,76.5,1,small
17538,26,9,98.42,1,small
17542,270,25,170.75,1,small
17548,234,5,103.3,1,small
17549,24,6,148.86,1,small
17550,198,42,267.16,1,small
17551,360,43,306.84,1,small
17553,130,2,1487.6,1,small
17556,206,6,157.9,1,small
17569,333,29,344.14,1,small
17572,72,12,226.75,1,small
17574,243,8,185.65,1,small
17578,219,5,143.46,1,small
17580,253,45,215.72,1,small
17582,237,29,175.27,1,small
17600,18,13,161.67,1,small
17601,240,9,116.01,1,small
17603,79,11,394.72,1,small
17615,131,14,329.6,1,small
17616,174,3,571.2,1,small
17619,313,77,218.52,1,small
17620,60,4,81.44,1,small
17628,82,5,75.75,1,small
17630,170,26,503.6,1,small
17639,277,7,108.5,1,small
17640,87,5,621.66,1,small
17643,374,8,101.55,1,small
17647,66,7,133.06,1,small
17650,22,8,166.08,1,small
17654,278,22,117.55,1,small
17660,142,45,196.0,1,small
17670,228,11,205.7,1,small
17678,264,16,298.11,1,small
17680,24,11,184.4,1,small
17684,44,15,239.41,1,small
17691,359,19,290.4,1,small
17693,138,16,200.47,1,small
17694,142,15,283.12,1,small
17697,237,19,338.95,1,small
17698,261,8,154.95,1,small
17701,253,24,417.95,1,small
17707,186,5,152.4,1,small
17708,188,35,267.08,1,small
17709,170,7,137.45,1,small
17714,321,10,153.0,1,small
17715,201,1,326.4,1,small
17718,233,6,139.35,1,small
17732,373,18,303.97,1,small
17737,10,10,168.24,1,small
17742,114,15,355.11,1,small
17746,241,6,110.25,1,small
17747,113,1,71.4,1,small
17752,360,1,80.64,1,small
17763,264,1,15.0,1,small
17775,255,3,56.4,1,small
17781,160,12,188.02,1,small
17785,54,13,131.94,1,small
17788,74,5,1117.9,1,small
17789,282,14,225.9,1,small
17791,30,10,106.1,1,small
17805,74,10,512.31,1,small
17816,37,17,36.56,1,small
17824,52,13,298.4,1,small
17831,34,2,35.4,1,small
17836,48,24,110.21,1,small
17843,304,37,205.48,1,small
17846,86,1,2033.1,1,small
17849,219,26,605.8,1,small
17854,186,15,311.26,1,small
17855,373,17,208.97,1,small
17859,305,25,148.21,1,small
17860,369,58,252.8,1,small
17862,324,11,330.9,1,small
17866,143,9,329.65,1,small
17871,205,10,155.9,1,small
17877,171,12,237.61,1,small
17879,174,6,178.52,1,small
17880,365,26,458.92,1,small
17881,305,8,133.35,1,small
17887,130,10,111.35,1,small
17889,213,21,203.87,1,small
17891,163,34,203.86,1,small
17892,57,28,244.1,1,small
17893,226,16,112.25,1,small
17895,45,16,98.0,1,small
17896,24,2,256.32,1,small
17898,86,28,152.06,1,small
17899,160,32,155.8,1,small
17900,191,6,112.2,1,small
17901,30,19,110.38,1,small
17906,248,12,72.9,1,small
17908,374,58,243.28,1,small
17912,311,38,311.01,1,small
17923,283,1,207.5,1,small
17925,373,1,244.08,1,small
17926,134,21,397.29,1,small
17928,46,23,212.54,1,small
17935,139,29,145.79,1,small
17939,160,12,99.14,1,small
17941,131,2,304.56,1,small
17942,8,2,77.5,1,small
17946,234,20,149.58,1,small
17947,38,9,176.68,1,small
17948,148,1,358.56,1,small
17955,199,19,557.3,1,small
17956,250,1,12.75,1,small
17957,67,31,111.68,1,small
17958,117,7,508.46,1,small
17960,172,26,73.78,1,small
17962,143,35,102.83,1,small
17967,372,48,123.07,1,small
17968,374,85,277.35,1,small
17969,167,14,228.2,1,small
17970,212,31,582.59,1,small
17972,242,31,136.04,1,small
17973,52,15,337.04,1,small
17976,373,65,353.19,1,small
17978,366,12,300.92,1,small
17984,146,48,152.68,1,small
17986,57,1,20.8,1,small
17987,186,13,198.57,1,small
17990,237,29,630.84,1,small
17991,226,5,93.35,1,small
17995,282,2,76.1,1,small
18004,363,40,169.47,1,small
18009,236,32,257.34,1,small
18010,257,14,174.8,1,small
18011,374,28,102.79,1,small
18013,156,31,187.29,1,small
18017,82,3,523.0,1,small
18018,109,29,122.14,1,small
18019,52,5,38.45,1,small
18024,153,21,389.78,1,small
18027,99,21,115.31,1,small
18032,335,5,73.5,1,small
18033,66,34,97.97,1,small
18037,155,19,70.02,1,small
18042,54,7,165.05,1,small
18048,204,7,172.29,1,small
18050,360,5,74.4,1,small
18053,71,20,300.02,1,small
18056,289,19,363.65,1,small
18058,10,3,170.16,1,small
18064,134,7,814.0,1,small
18066,76,10,318.0,1,small
18068,290,1,101.7,1,small
18071,258,25,453.0,1,small
18072,186,18,247.44,1,small
18074,374,13,489.6,1,small
18078,218,29,336.13,1,small
18080,19,2,1231.5,1,small
18081,37,17,343.45,1,small
18084,17,1,90.48,1,small
18085,331,29,689.95,1,small
18086,275,7,101.34,1,small
18087,99,2,4055.72,1,small
18088,62,39,167.67,1,small
18095,313,21,580.05,1,small
18099,128,19,168.31,1,small
18105,38,18,113.48,1,small
18106,330,39,430.7,1,small
18108,255,17,271.0,1,small
18113,369,1,76.32,1,small
18114,291,28,220.1,1,small
18119,368,30,181.12,1,small
18120,215,17,111.15,1,small
18129,244,14,112.55,1,small
18133,213,1,931.5,1,small
18138,296,8,152.65,1,small
18142,158,15,1019.52,1,small
18146,141,10,160.35,1,small
18147,46,7,179.34,1,small
18155,76,25,371.62,1,small
18159,302,23,530.15,1,small
18165,178,10,302.46,1,small
18169,61,9,202.65,1,small
18174,8,1,104.0,1,small
18176,359,30,476.35,1,small
18184,16,1,49.8,1,small
18185,250,17,304.25,1,small
18190,193,15,284.46,1,small
18191,262,7,207.8,1,small
18193,166,16,243.76,1,small
18194,83,7,973.84,1,small
18200,107,32,163.8,1,small
18203,158,19,160.42,1,small
18209,29,8,139.1,1,small
18212,327,43,248.42,1,small
18213,237,15,232.48,1,small
18215,90,13,299.34,1,small
18218,212,21,662.08,1,small
18220,227,2,305.28,1,small
18222,93,19,443.0,1,small
18224,264,10,158.95,1,small
18227,218,5,93.75,1,small
18233,326,1,440.0,1,small
18240,47,6,422.58,1,small
18246,24,4,596.1,1,small
18249,18,8,95.34,1,small
18250,311,21,349.27,1,small
18255,90,6,103.3,1,small
18262,141,13,149.48,1,small
18268,135,1,25.5,1,small
18269,367,7,168.6,1,small
18270,39,11,283.15,1,small
18273,3,3,204.0,1,small
18274,31,11,175.92,1,small
18276,44,14,335.86,1,small
18277,59,8,110.38,1,small
18278,74,9,173.9,1,small
18280,278,10,180.6,1,small
18281,181,7,80.82,1,small
